Linear Regression - OLS,PE_Bacteria,,,,,
,,,,,,
Model:,OLS,Adj. R-squared:,-0.001,,,
Dependent Variable:,divergence_time_log,AIC:,74.011,,,
Date:,2022-04-15 05:12,BIC:,76.9424,,,
No. Observations:,32.0,Log-Likelihood:,-35.005,,,
Df Model:,1.0,F-statistic:,0.9562,,,
Df Residuals:,30.0,Prob (F-statistic):,0.336,,,
R-squared:,0.031,Scale:,0.55683,,,
,,,,,,
,Coef.,Std.Err.,t,P>|t|,[0.025,0.975]
const,294.5852485620265,298.5831262030095,0.9866105037755388,0.3317245154702517,-315.2028459986961,904.373343122749
protein_entropy,-292.09710109677917,298.70980400603855,-0.9778624510458797,0.33596247359735354,-902.1439062454527,317.9497040518944
,,,,,,
,,,,,,
Shapiro-Wilk test,(Normality of the residuals),,,,,
Null hypothesis:,has normal distribution,,,,,
W,p-value,,,,,
0.8586521148681641,0.000642420956864953,,,,,
,,,,,,
Condition number,(Mutlicollinearity),,,,,
If above 30:,may have severe multicollinearity,,,,,
number,,,,,,
1.0,,,,,,
,,,,,,
White test,(Heteroskedasticity),,,,,
Null hypothesis:,homoskedasticity,,,,,
Lagrange Multiplier statistic,LM p-value,F statistic,F p-value,,,
3.224875481945027,0.19940093329027211,1.6250388233372486,0.21432601190561423,,,
,,,,,,
Durbin-Watson test,(Autocorrelation),,,,,
Between 0-4,2 indicates no autocorrelation,,,,,
test statistic,,,,,,
2.0818018126208906,,,,,,
,,,,,,
Rainbow Test,(Linearity),,,,,
Null hypothesis:,linear,,,,,
F statistic,p value,,,,,
2.284919634587534,0.06374577461279878,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
Counts of alternate,species sequences,,,,,
duplicates,1,2,3,4,5,
counts,365,4,1,1,1,
,,,,,,
Basic Statistics,,,,,,
names,count,minimum,maximum,mean,standard deviation,
divergence_time,32,3.616626,3300.6025,857.2018022291666,775.04880215042,
protein_entropy,32,0.9973190348525468,0.9998279421885754,0.9995758192717475,0.0004486739692026911,
divergence_time_log,32,0.5583036001262061,3.518593224284446,2.612049426311088,0.7456830607356956,
